customer_id,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
C847437,835,2,762.8,11.78,44.44,38.18,1.8,Low Value Customers
C847502,432,6,3727.74,59.86,98.47,88.38,4.35,High value Customer
C847560,791,1,26.15,14.77,14.65,4.94,0.46,Lost Customers
C847570,471,2,2100.56,52.65,44.44,70.42,3.02,Medium Value Customer
C847642,566,4,1491.01,37.71,86.98,56.41,3.11,Medium Value Customer
C847841,505,1,2400.68,46.87,14.65,74.95,2.69,Low Value Customers
C847927,337,1,1500.4,80.92,14.65,57.94,2.46,Low Value Customers
C847945,277,3,104.3,92.28,70.4,13.8,2.07,Low Value Customers
C848016,406,3,621.09,65.25,70.4,35.15,2.48,Low Value Customers
C848019,442,5,7242.08,57.96,95.22,98.81,4.58,Top Customers
C848050,345,1,26.15,78.99,14.65,4.94,0.94,Lost Customers
C848071,402,4,5736.76,66.13,86.98,96.69,4.47,High value Customer
C848121,708,1,300.08,21.84,14.65,25.49,1.1,Lost Customers
C848129,377,2,137.82,71.44,44.44,16.49,1.63,Low Value Customers
C848178,595,2,1210.8,33.94,44.44,50.56,2.32,Low Value Customers
C848338,418,1,26.15,62.67,14.65,4.94,0.82,Lost Customers
C848409,1013,1,40.66,2.16,14.65,7.57,0.44,Lost Customers
C848522,91,5,7831.27,98.26,95.22,99.19,4.9,Top Customers
C848729,311,1,26.15,85.24,14.65,4.94,0.99,Lost Customers
C848784,405,5,3180.01,65.48,95.22,84.4,4.23,High value Customer
C848818,495,2,2207.52,48.47,44.44,72.56,3.05,Medium Value Customer
C848847,458,5,6601.82,54.99,95.22,98.12,4.54,Top Customers
C848941,357,2,3221.68,76.17,44.44,84.8,3.61,Medium Value Customer
C848969,580,3,1427.08,35.91,70.4,56.02,2.85,Low Value Customers
C848992,354,3,493.74,76.85,70.4,30.89,2.44,Low Value Customers
C849023,568,1,203.3,37.46,14.65,21.5,1.1,Lost Customers
C849397,869,3,3266.41,9.64,70.4,85.01,3.48,Medium Value Customer
C849422,274,3,498.56,93.1,70.4,30.91,2.56,Low Value Customers
C849523,712,2,4403.3,21.48,44.44,92.1,3.41,Medium Value Customer
C849715,481,4,1410.03,50.85,86.98,55.87,3.19,Medium Value Customer
C850009,395,3,1800.48,67.53,70.4,65.35,3.35,Medium Value Customer
C850080,456,2,743.52,55.35,44.44,37.91,2.12,Low Value Customers
C850110,213,1,5.23,94.95,14.65,0.45,0.93,Lost Customers
C850240,960,1,23.46,4.64,14.65,4.33,0.36,Lost Customers
C850315,537,2,203.3,41.95,44.44,21.5,1.55,Lost Customers
C850373,397,3,1826.64,67.09,70.4,67.16,3.4,Medium Value Customer
C850581,408,4,5297.5,64.82,86.98,95.27,4.42,High value Customer
C850617,436,5,11581.38,59.09,95.22,99.96,4.63,Top Customers
C850633,393,3,1922.46,67.94,70.4,68.49,3.45,Medium Value Customer
C850688,182,3,1247.41,95.86,70.4,52.59,3.2,Medium Value Customer
C850753,489,2,215.04,49.47,44.44,22.41,1.63,Low Value Customers
C850772,316,3,3300.9,84.01,70.4,85.4,4.05,High value Customer
C850866,494,4,1181.42,48.66,86.98,46.84,2.92,Low Value Customers
C850925,384,2,1800.48,69.95,44.44,65.35,3.01,Medium Value Customer
C851131,586,3,2171.03,35.14,70.4,72.22,3.31,Medium Value Customer
C851344,485,1,900.24,50.13,14.65,40.55,1.74,Low Value Customers
C851405,62,3,1835.68,98.56,70.4,67.3,3.64,Medium Value Customer
C851438,282,1,1500.4,90.78,14.65,57.94,2.54,Low Value Customers
C851447,910,1,1200.32,7.26,14.65,48.18,1.63,Low Value Customers
C851508,777,2,1307.84,15.82,44.44,53.87,2.28,Low Value Customers
C851514,318,3,3180.0,83.47,70.4,84.39,4.02,High value Customer
C851697,781,1,600.17,15.49,14.65,33.99,1.29,Lost Customers
C851717,365,2,61.34,74.18,44.44,10.17,1.47,Lost Customers
C851805,571,1,600.16,37.06,14.65,32.63,1.41,Lost Customers
C851844,1053,1,26.15,0.44,14.65,4.94,0.35,Lost Customers
C851908,1043,1,60.6,0.88,14.65,10.0,0.5,Lost Customers
C851960,476,2,1307.84,51.71,44.44,53.87,2.55,Low Value Customers
C852011,384,4,2171.65,69.95,86.98,72.23,3.8,Medium Value Customer
C852016,639,1,300.08,28.71,14.65,25.49,1.15,Lost Customers
C852038,286,5,2177.44,89.59,95.22,72.33,4.07,High value Customer
C852186,30,2,621.09,99.41,44.44,35.14,2.37,Low Value Customers
C852248,591,2,910.7,34.45,44.44,42.07,2.08,Low Value Customers
C852299,614,4,1836.32,31.63,86.98,67.34,3.37,Medium Value Customer
C852364,863,2,5280.3,10.09,44.44,95.15,3.41,Medium Value Customer
C852432,683,4,5563.57,24.22,86.98,96.26,4.14,High value Customer
C852450,303,3,1835.67,87.36,70.4,67.28,3.56,Medium Value Customer
C852598,432,1,45.45,59.86,14.65,8.37,0.89,Lost Customers
C852610,652,1,35.84,27.4,14.65,6.63,0.6,Lost Customers
C852627,310,2,1221.24,85.51,44.44,51.11,2.72,Low Value Customers
C852642,970,2,1205.55,4.09,44.44,50.25,2.08,Low Value Customers
C852668,471,3,3082.17,52.65,70.4,83.26,3.75,Medium Value Customer
C852735,539,2,2700.16,41.68,44.44,78.24,3.16,Medium Value Customer
C852868,620,3,2700.75,30.83,70.4,78.92,3.47,Medium Value Customer
C852908,335,1,300.08,81.44,14.65,25.49,1.54,Lost Customers
C852915,284,4,422.13,90.19,86.98,30.05,2.75,Low Value Customers
C852921,805,2,5295.45,13.84,44.44,95.24,3.44,Medium Value Customer
C852957,698,3,2436.48,22.72,70.4,76.06,3.32,Medium Value Customer
C853140,645,1,600.16,28.18,14.65,32.63,1.35,Lost Customers
C853154,276,2,779.36,92.56,44.44,38.44,2.41,Low Value Customers
C853172,305,3,1851.5,86.83,70.4,67.69,3.57,Medium Value Customer
C853248,462,2,1800.48,54.27,44.44,65.35,2.89,Low Value Customers
C853281,635,1,15.69,29.14,14.65,2.79,0.5,Lost Customers
C853411,752,3,7050.48,17.86,70.4,98.6,3.93,Medium Value Customer
C853433,1002,1,600.16,2.61,14.65,32.63,1.15,Lost Customers
C853454,720,3,3000.24,20.73,70.4,80.81,3.44,Medium Value Customer
C853473,720,1,1200.32,20.73,14.65,48.18,1.73,Low Value Customers
C853541,310,1,300.08,85.51,14.65,25.49,1.57,Lost Customers
C853549,593,2,127.21,34.18,44.44,16.06,1.34,Lost Customers
C853586,670,3,2700.72,25.55,70.4,78.32,3.41,Medium Value Customer
C853700,607,3,138.49,32.51,70.4,16.5,1.7,Low Value Customers
C853716,444,6,689.07,57.6,98.47,37.12,2.87,Low Value Customers
C853731,286,2,1103.54,89.59,44.44,46.24,2.61,Low Value Customers
C854059,429,2,37.88,60.44,44.44,7.06,1.28,Lost Customers
C854064,522,1,3000.85,44.2,14.65,81.7,2.86,Low Value Customers
C854149,497,1,81.32,48.11,14.65,12.44,0.92,Lost Customers
C854165,775,4,2141.0,15.96,86.98,71.87,3.39,Medium Value Customer
C854297,827,1,15.15,12.33,14.65,2.25,0.36,Lost Customers
C854491,560,2,462.72,38.58,44.44,30.51,1.78,Low Value Customers
C854510,342,3,362.07,79.75,70.4,28.75,2.4,Low Value Customers
C854649,418,2,2100.59,62.67,44.44,71.03,3.12,Medium Value Customer
C854689,471,2,128.24,52.65,44.44,16.12,1.48,Lost Customers
C854866,445,4,7350.56,57.41,86.98,98.89,4.47,High value Customer
C854911,341,4,1283.23,79.99,86.98,53.52,3.34,Medium Value Customer
C855082,643,1,300.08,28.36,14.65,25.49,1.14,Lost Customers
C855109,348,5,2003.79,78.25,95.22,69.4,3.9,Medium Value Customer
C855134,587,3,824.85,34.99,70.4,38.99,2.36,Low Value Customers
C855253,449,5,4203.65,56.59,95.22,90.97,4.35,High value Customer
C855314,617,2,2100.56,31.24,44.44,70.42,2.86,Low Value Customers
C855385,635,2,22.19,29.14,44.44,4.19,0.96,Lost Customers
C855432,279,2,321.0,91.67,44.44,27.38,2.09,Low Value Customers
C855520,1065,1,1800.51,0.02,14.65,66.2,2.09,Low Value Customers
C855622,414,2,1322.3,63.61,44.44,54.19,2.64,Low Value Customers
C855626,537,1,71.68,41.95,14.65,11.01,0.83,Lost Customers
C855678,335,2,97.01,81.44,44.44,13.54,1.62,Low Value Customers
C855714,843,2,1516.09,11.27,44.44,59.99,2.42,Low Value Customers
C855774,386,3,3076.55,69.48,70.4,83.15,3.88,Medium Value Customer
C855838,335,3,1322.3,81.44,70.4,54.19,3.14,Medium Value Customer
C855895,323,4,1872.81,82.2,86.98,67.99,3.77,Medium Value Customer
C855970,1044,1,121.98,0.83,14.65,15.47,0.65,Lost Customers
C855980,280,6,6930.25,91.36,98.47,98.53,4.87,Top Customers
C856129,590,1,600.17,34.57,14.65,33.99,1.43,Lost Customers
C856138,747,3,3021.72,18.3,70.4,82.36,3.47,Medium Value Customer
C856203,762,4,2844.08,17.03,86.98,80.2,3.63,Medium Value Customer
C856217,602,2,615.31,33.1,44.44,34.74,1.86,Low Value Customers
C856237,276,1,300.08,92.56,14.65,25.49,1.63,Low Value Customers
C856309,702,3,6000.48,22.38,70.4,97.06,3.92,Medium Value Customer
C856360,395,4,7830.7,67.53,86.98,99.19,4.55,Top Customers
C856380,359,1,20.92,75.69,14.65,3.72,0.88,Lost Customers
C856409,386,2,1103.54,69.48,44.44,46.24,2.46,Low Value Customers
C856478,409,4,2181.88,64.63,86.98,72.39,3.77,Medium Value Customer
C856766,154,3,3100.16,96.19,70.4,83.38,4.08,High value Customer
C856936,303,4,1261.46,87.36,86.98,52.88,3.38,Medium Value Customer
C856979,651,2,1055.23,27.52,44.44,45.42,2.12,Low Value Customers
C857146,383,3,1660.62,70.18,70.4,63.51,3.32,Medium Value Customer
C857202,582,6,5616.55,35.64,98.47,96.37,4.39,High value Customer
C857299,383,5,2045.1,70.18,95.22,69.64,3.84,Medium Value Customer
C857354,929,1,1200.32,6.25,14.65,48.18,1.62,Low Value Customers
C857366,876,1,121.98,9.23,14.65,15.47,0.72,Lost Customers
C857584,760,2,2100.56,17.2,44.44,70.42,2.76,Low Value Customers
C857656,810,2,117.16,13.49,44.44,14.85,1.15,Lost Customers
C857677,435,2,112.34,59.29,44.44,14.69,1.49,Lost Customers
C857692,311,2,250.88,85.24,44.44,23.6,1.93,Low Value Customers
C857841,456,1,162.64,55.35,14.65,18.45,1.15,Lost Customers
C858027,480,2,3000.83,51.04,44.44,81.25,3.32,Medium Value Customer
C858049,811,1,300.08,13.41,14.65,25.49,1.03,Lost Customers
C858138,433,2,2700.72,59.66,44.44,78.54,3.31,Medium Value Customer
C858203,540,1,10.46,41.54,14.65,1.35,0.56,Lost Customers
C858225,341,1,900.24,79.99,14.65,40.55,1.96,Low Value Customers
C858254,341,4,4222.11,79.99,86.98,91.17,4.42,High value Customer
C858536,461,3,1631.38,54.45,70.4,63.07,3.19,Medium Value Customer
C858561,335,2,1800.48,81.44,44.44,65.35,3.1,Medium Value Customer
C858607,62,2,1500.4,98.56,44.44,57.94,3.01,Medium Value Customer
C858710,586,3,2700.72,35.14,70.4,78.54,3.49,Medium Value Customer
C858764,291,2,1272.02,88.21,44.44,53.12,2.8,Low Value Customers
C858947,839,1,26.15,11.49,14.65,4.94,0.43,Lost Customers
C858971,692,5,3481.51,23.31,95.22,86.97,3.99,Medium Value Customer
C858985,1017,1,600.16,1.99,14.65,32.63,1.15,Lost Customers
C859122,292,3,1877.42,87.91,70.4,68.07,3.58,Medium Value Customer
C859153,738,2,1079.44,19.03,44.44,45.88,2.07,Low Value Customers
C859318,312,3,376.4,85.0,70.4,29.1,2.45,Low Value Customers
C859409,245,2,2130.3,93.39,44.44,71.67,3.37,Medium Value Customer
C859464,387,1,71.68,69.26,14.65,11.01,1.04,Lost Customers
C859511,469,2,1500.4,53.02,44.44,57.94,2.67,Low Value Customers
C859562,637,3,1343.68,28.92,70.4,54.56,2.76,Low Value Customers
C859606,334,2,443.44,81.72,44.44,30.31,2.1,Low Value Customers
C859803,624,2,284.62,30.37,44.44,24.24,1.54,Lost Customers
C860021,467,4,5250.57,53.36,86.98,94.95,4.32,High value Customer
C860040,278,1,15.69,91.99,14.65,2.79,0.97,Lost Customers
C860048,573,4,2879.94,36.79,86.98,80.46,3.79,Medium Value Customer
C860327,182,3,2472.32,95.86,70.4,76.6,3.89,Medium Value Customer
C860329,411,4,3674.76,64.26,86.98,88.2,4.21,High value Customer
C860512,544,3,2879.92,40.94,70.4,80.45,3.59,Medium Value Customer
C860582,517,1,45.45,45.04,14.65,8.37,0.78,Lost Customers
C860586,371,2,1200.32,72.73,44.44,48.18,2.54,Low Value Customers
C860597,343,3,652.55,79.5,70.4,36.3,2.62,Low Value Customers
C860639,341,2,3601.01,79.99,44.44,87.64,3.72,Medium Value Customer
C860664,463,5,3647.01,54.08,95.22,88.07,4.25,High value Customer
C860699,484,1,600.16,50.3,14.65,32.63,1.51,Lost Customers
C860733,302,1,121.98,87.63,14.65,15.47,1.3,Lost Customers
C860947,848,1,900.24,10.95,14.65,40.55,1.44,Lost Customers
C860960,795,2,1403.64,14.52,44.44,55.79,2.32,Low Value Customers
C860997,287,4,458.25,89.32,86.98,30.43,2.75,Low Value Customers
C861092,495,4,599.07,48.47,86.98,31.55,2.48,Low Value Customers
C861102,433,3,1724.62,59.66,70.4,64.57,3.27,Medium Value Customer
C861134,772,1,1200.32,16.2,14.65,48.18,1.7,Low Value Customers
C861137,344,2,340.74,79.25,44.44,28.22,2.02,Low Value Customers
C861181,441,6,577.55,58.14,98.47,31.49,2.71,Low Value Customers
C861257,611,2,91.78,32.01,44.44,13.3,1.24,Lost Customers
C861576,450,4,2105.79,56.4,86.98,71.12,3.67,Medium Value Customer
C861623,360,4,3306.39,75.45,86.98,85.77,4.23,High value Customer
C861757,455,1,40.66,55.53,14.65,7.57,0.84,Lost Customers
C861786,427,1,600.16,60.81,14.65,32.63,1.59,Lost Customers
C861790,950,1,900.24,5.15,14.65,40.55,1.4,Lost Customers
C861866,883,1,60.6,8.82,14.65,10.0,0.56,Lost Customers
C861899,377,2,462.72,71.44,44.44,30.51,2.03,Low Value Customers
C861976,313,5,1276.61,84.75,95.22,53.23,3.49,Medium Value Customer
C862089,681,2,153.0,24.45,44.44,17.64,1.31,Lost Customers
C862193,902,1,40.66,7.69,14.65,7.57,0.48,Lost Customers
C862210,639,1,600.17,28.71,14.65,33.99,1.39,Lost Customers
C862269,384,4,5411.97,69.95,86.98,95.8,4.47,High value Customer
C862277,1038,1,203.3,1.1,14.65,21.5,0.83,Lost Customers
C862341,352,2,645.61,77.3,44.44,36.08,2.23,Low Value Customers
C862403,485,2,189.66,50.13,44.44,20.54,1.58,Lost Customers
C862437,398,4,3144.2,66.89,86.98,83.66,4.1,High value Customer
C862547,280,3,1221.24,91.36,70.4,51.11,3.13,Medium Value Customer
C862602,408,1,35.84,64.82,14.65,6.63,0.88,Lost Customers
C862694,634,1,900.24,29.25,14.65,40.55,1.58,Lost Customers
C862768,643,2,900.24,28.36,44.44,40.55,1.99,Low Value Customers
C862781,61,2,2100.56,98.85,44.44,70.42,3.37,Medium Value Customer
C862836,854,2,1500.41,10.61,44.44,59.18,2.39,Low Value Customers
C862867,1056,1,71.68,0.32,14.65,11.01,0.52,Lost Customers
C862887,744,1,107.52,18.52,14.65,14.26,0.75,Lost Customers
C862919,578,4,3429.35,36.21,86.98,86.65,3.96,Medium Value Customer
C862960,513,2,6450.32,45.65,44.44,97.82,3.75,Medium Value Customer
C862995,592,1,26.15,34.32,14.65,4.94,0.6,Lost Customers
C863025,655,2,1212.05,27.08,44.44,50.63,2.27,Low Value Customers
C863059,616,2,2100.56,31.37,44.44,70.42,2.86,Low Value Customers
C863183,832,2,224.22,11.98,44.44,22.74,1.36,Lost Customers
C863304,446,2,2175.75,57.21,44.44,72.3,3.11,Medium Value Customer
C863384,436,2,2100.58,59.09,44.44,70.93,3.09,Medium Value Customer
C863445,436,2,102.24,59.09,44.44,13.76,1.46,Lost Customers
C863671,309,2,3353.3,85.77,44.44,86.25,3.72,Medium Value Customer
C863780,506,2,635.35,46.71,44.44,35.62,1.99,Low Value Customers
C864065,633,1,20.92,29.35,14.65,3.72,0.53,Lost Customers
C864238,543,1,600.16,41.09,14.65,32.63,1.44,Lost Customers
C864503,530,3,3901.09,42.96,70.4,89.25,3.85,Medium Value Customer
C864555,378,1,1500.4,71.24,14.65,57.94,2.39,Low Value Customers
C864564,321,5,1882.93,82.68,95.22,68.19,3.9,Medium Value Customer
C864618,918,1,121.98,6.8,14.65,15.47,0.7,Lost Customers
C864795,314,2,2400.64,84.51,44.44,73.98,3.36,Medium Value Customer
C864800,183,7,4578.51,95.56,99.53,92.95,4.76,Top Customers
C864824,423,3,1450.54,61.68,70.4,56.21,3.05,Medium Value Customer
C864904,323,4,2279.77,82.2,86.98,73.26,3.92,Medium Value Customer
C864991,372,2,203.3,72.54,44.44,21.5,1.78,Low Value Customers
C865061,864,2,1103.54,10.02,44.44,46.24,2.02,Low Value Customers
C865122,556,1,40.66,39.14,14.65,7.57,0.71,Lost Customers
C865219,363,2,1200.32,74.68,44.44,48.18,2.56,Low Value Customers
C865443,591,3,4950.48,34.45,70.4,94.0,3.92,Medium Value Customer
C865557,213,1,1200.34,94.95,14.65,49.84,2.34,Low Value Customers
C865866,291,4,2687.36,88.21,86.98,78.2,4.11,High value Customer
C866029,385,5,4313.51,69.71,95.22,91.69,4.47,High value Customer
C866033,436,2,1236.16,59.09,44.44,51.9,2.54,Low Value Customers
C866109,91,2,1841.17,98.26,44.44,67.51,3.28,Medium Value Customer
C866240,407,3,3006.03,65.02,70.4,82.03,3.81,Medium Value Customer
C866291,363,3,127.49,74.68,70.4,16.11,2.0,Low Value Customers
C866428,900,1,107.52,7.81,14.65,14.26,0.67,Lost Customers
C866507,389,4,926.39,68.83,86.98,42.76,2.95,Low Value Customers
C866669,479,5,1191.12,51.2,95.22,46.89,3.05,Medium Value Customer
C866676,496,4,1943.84,48.27,86.98,68.74,3.54,Medium Value Customer
C866678,373,3,132.54,72.33,70.4,16.31,1.99,Low Value Customers
C866681,354,4,3376.63,76.85,86.98,86.4,4.26,High value Customer
C866687,529,3,6600.64,43.13,70.4,98.09,4.1,High value Customer
C866807,333,2,184.02,81.96,44.44,20.29,1.82,Low Value Customers
C866827,314,3,5700.4,84.51,70.4,96.48,4.37,High value Customer
C866929,837,2,1800.51,11.65,44.44,65.91,2.59,Low Value Customers
C867174,605,1,15.69,32.76,14.65,2.79,0.53,Lost Customers
C867293,957,2,3047.77,4.77,44.44,82.88,3.02,Medium Value Customer
C867420,320,1,300.08,82.94,14.65,25.49,1.55,Lost Customers
C867429,579,3,2181.88,36.06,70.4,72.39,3.32,Medium Value Customer
C867519,489,4,1566.26,49.47,86.98,61.77,3.35,Medium Value Customer
C867686,382,2,234.32,70.39,44.44,23.09,1.81,Low Value Customers
C867707,649,1,60.6,27.73,14.65,10.0,0.7,Lost Customers
C867725,955,2,2140.66,4.9,44.44,71.86,2.71,Low Value Customers
C867731,1030,1,60.6,1.47,14.65,10.0,0.5,Lost Customers
C867734,793,5,7835.07,14.65,95.22,99.19,4.27,High value Customer
C867848,435,4,2603.94,59.29,86.98,77.82,3.88,Medium Value Customer
C868122,807,1,300.08,13.72,14.65,25.49,1.03,Lost Customers
C868274,651,2,503.38,27.52,44.44,31.02,1.71,Low Value Customers
C868278,560,2,1221.24,38.58,44.44,51.11,2.37,Low Value Customers
C868281,574,2,600.16,36.66,44.44,32.63,1.83,Low Value Customers
C868420,387,4,3016.49,69.26,86.98,82.26,4.08,High value Customer
C868454,417,5,2788.0,62.89,95.22,79.95,4.08,High value Customer
C868498,92,5,10977.75,97.94,95.22,99.92,4.92,Top Customers
C868519,308,2,335.92,86.04,44.44,28.05,2.07,Low Value Customers
C868564,362,5,5445.87,74.95,95.22,95.94,4.63,Top Customers
C868601,854,1,20.92,10.61,14.65,3.72,0.39,Lost Customers
C868615,761,2,3000.84,17.12,44.44,81.35,3.07,Medium Value Customer
C868634,676,4,3097.27,24.97,86.98,83.36,3.78,Medium Value Customer
C868793,633,3,1582.82,29.35,70.4,62.3,2.98,Low Value Customers
C869043,666,1,600.17,25.95,14.65,33.99,1.37,Lost Customers
C869171,572,4,1445.46,36.93,86.98,56.19,3.1,Medium Value Customer
C869172,458,4,1079.44,54.99,86.98,45.88,2.94,Low Value Customers
C869196,975,1,1200.32,3.84,14.65,48.18,1.61,Low Value Customers
C869222,541,1,162.64,41.39,14.65,18.45,1.04,Lost Customers
C869307,444,4,1373.92,57.6,86.98,55.17,3.22,Medium Value Customer
C869312,469,1,300.08,53.02,14.65,25.49,1.33,Lost Customers
C869325,458,1,20.92,54.99,14.65,3.72,0.72,Lost Customers
C869404,304,1,46.92,87.08,14.65,8.8,1.11,Lost Customers
C869428,315,4,1948.64,84.27,86.98,68.8,3.81,Medium Value Customer
C869501,545,2,1215.47,40.77,44.44,50.74,2.37,Low Value Customers
C869561,292,6,4892.72,87.91,98.47,93.91,4.71,Top Customers
C869654,342,3,411.67,79.75,70.4,29.82,2.43,Low Value Customers
C869853,244,3,430.08,93.69,70.4,30.15,2.55,Low Value Customers
C870024,501,3,225.5,47.53,70.4,22.85,1.99,Low Value Customers
C870056,524,5,5222.78,43.91,95.22,94.6,4.36,High value Customer
C870085,614,2,2603.98,31.63,44.44,77.88,3.08,Medium Value Customer
C870156,600,1,1200.34,33.33,14.65,49.84,1.88,Low Value Customers
C870205,278,1,162.64,91.99,14.65,18.45,1.42,Lost Customers
C870273,848,1,162.64,10.95,14.65,18.45,0.81,Lost Customers
C870313,503,1,5.23,47.21,14.65,0.45,0.57,Lost Customers
C870347,423,2,3047.77,61.68,44.44,82.88,3.45,Medium Value Customer
C870412,595,2,148.18,33.94,44.44,17.46,1.37,Lost Customers
C870486,669,2,3312.64,25.64,44.44,85.83,3.26,Medium Value Customer
C870551,474,5,5742.23,52.1,95.22,96.7,4.48,High value Customer
C870722,540,2,4230.3,41.54,44.44,91.24,3.53,Medium Value Customer
C870770,427,6,4670.74,60.81,98.47,93.26,4.49,High value Customer
C870817,466,3,3659.65,53.54,70.4,88.14,3.9,Medium Value Customer
C870889,448,1,35.84,56.8,14.65,6.63,0.82,Lost Customers
C871145,478,1,81.32,51.37,14.65,12.44,0.94,Lost Customers
C871238,530,2,1403.62,42.96,44.44,55.67,2.53,Low Value Customers
C871272,366,3,2808.27,73.93,70.4,80.03,3.82,Medium Value Customer
C871285,804,1,81.32,13.92,14.65,12.44,0.66,Lost Customers
C871317,306,1,1500.4,86.57,14.65,57.94,2.51,Low Value Customers
C871350,859,2,1216.03,10.32,44.44,50.98,2.15,Low Value Customers
C871416,870,2,945.69,9.58,44.44,43.38,1.93,Low Value Customers
C871541,808,1,1050.0,13.65,14.65,45.23,1.6,Lost Customers
C871564,318,4,1563.16,83.47,86.98,61.72,3.6,Medium Value Customer
C871633,473,2,1200.32,52.28,44.44,48.18,2.39,Low Value Customers
C871661,183,7,4306.72,95.56,99.53,91.65,4.72,Top Customers
C871771,747,3,112.75,18.3,70.4,14.77,1.54,Lost Customers
C871833,366,3,1592.18,73.93,70.4,62.41,3.32,Medium Value Customer
C871900,858,1,10.46,10.37,14.65,1.35,0.32,Lost Customers
C872029,424,1,35.84,61.49,14.65,6.63,0.86,Lost Customers
C872053,121,2,2100.56,97.64,44.44,70.42,3.36,Medium Value Customer
C872181,362,3,1103.55,74.95,70.4,46.33,2.87,Low Value Customers
C872252,658,2,945.69,26.74,44.44,43.38,2.06,Low Value Customers
C872315,395,4,905.7,67.53,86.98,42.0,2.92,Low Value Customers
C872411,309,2,183.56,85.77,44.44,20.23,1.84,Low Value Customers
C872413,813,2,286.72,13.28,44.44,24.33,1.42,Lost Customers
C872419,589,4,7974.18,34.71,86.98,99.25,4.31,High value Customer
C872454,373,2,1247.24,72.33,44.44,52.54,2.66,Low Value Customers
C872467,792,3,1907.0,14.7,70.4,68.33,3.04,Medium Value Customer
C872478,184,2,20.92,95.26,44.44,3.72,1.44,Lost Customers
C872479,470,2,6300.0,52.85,44.44,97.57,3.8,Medium Value Customer
C872480,850,3,3195.2,10.82,70.4,84.57,3.48,Medium Value Customer
C872482,308,2,84.8,86.04,44.44,12.98,1.64,Low Value Customers
C872485,472,1,11.73,52.46,14.65,1.97,0.65,Lost Customers
C872534,512,2,1943.87,45.82,44.44,68.77,2.93,Low Value Customers
C872588,434,4,8250.8,59.48,86.98,99.34,4.5,High value Customer
C872677,772,1,75.75,16.2,14.65,11.58,0.66,Lost Customers
C872708,282,5,3437.28,90.78,95.22,86.68,4.48,High value Customer
C872743,1059,1,600.16,0.24,14.65,32.63,1.14,Lost Customers
C872744,1043,1,30.3,0.88,14.65,5.64,0.37,Lost Customers
C872910,455,2,381.4,55.53,44.44,29.23,1.87,Low Value Customers
C873135,1007,1,3000.85,2.4,14.65,81.7,2.55,Low Value Customers
C873170,672,2,1510.86,25.38,44.44,59.65,2.51,Low Value Customers
C873289,491,2,900.24,49.14,44.44,40.55,2.15,Low Value Customers
C873343,321,1,1200.34,82.68,14.65,49.84,2.25,Low Value Customers
C873498,393,1,1200.32,67.94,14.65,48.18,2.09,Low Value Customers
C873520,398,1,75.75,66.89,14.65,11.58,1.04,Lost Customers
C873541,560,2,1258.97,38.58,44.44,52.75,2.41,Low Value Customers
C873591,639,2,621.09,28.71,44.44,35.14,1.84,Low Value Customers
C873630,62,3,1695.29,98.56,70.4,64.13,3.55,Medium Value Customer
C873633,507,2,5400.32,46.56,44.44,95.58,3.7,Medium Value Customer
C873697,732,2,940.9,19.6,44.44,43.22,2.0,Low Value Customers
C873728,454,3,631.54,55.7,70.4,35.57,2.42,Low Value Customers
C873739,713,2,36.07,21.38,44.44,6.93,0.98,Lost Customers
C873852,948,1,900.24,5.23,14.65,40.55,1.4,Lost Customers
C873903,274,4,2788.11,93.1,86.98,79.95,4.19,High value Customer
C873916,381,3,3035.43,70.61,70.4,82.61,3.87,Medium Value Customer
C873953,288,2,1581.72,89.05,44.44,62.18,3.06,Medium Value Customer
C874251,797,1,162.64,14.39,14.65,18.45,0.84,Lost Customers
C874252,983,2,183.56,3.47,44.44,20.23,1.22,Lost Customers
C874372,620,2,2415.83,30.83,44.44,75.5,3.01,Medium Value Customer
C874385,62,1,900.24,98.56,14.65,40.55,2.1,Low Value Customers
C874392,826,1,203.3,12.39,14.65,21.5,0.91,Lost Customers
C874673,314,3,1242.08,84.51,70.4,52.32,3.11,Medium Value Customer
C874788,366,6,3764.89,73.93,98.47,88.61,4.46,High value Customer
C874835,666,3,4501.26,25.95,70.4,92.6,3.82,Medium Value Customer
C874898,763,2,621.08,16.93,44.44,35.05,1.75,Low Value Customers
C875101,288,4,2726.87,89.05,86.98,79.39,4.15,High value Customer
C875107,317,2,1200.32,83.74,44.44,48.18,2.62,Low Value Customers
C875433,479,1,81.32,51.2,14.65,12.44,0.94,Lost Customers
C875596,311,5,5545.09,85.24,95.22,96.14,4.71,Top Customers
C875660,290,4,559.73,88.5,86.98,31.4,2.78,Low Value Customers
C875707,664,2,707.69,26.18,44.44,37.43,1.89,Low Value Customers
C875962,676,2,1221.24,24.97,44.44,51.11,2.27,Low Value Customers
C875983,472,1,600.17,52.46,14.65,33.99,1.57,Lost Customers
C876121,416,1,5.23,63.13,14.65,0.45,0.69,Lost Customers
C876168,461,4,687.53,54.45,86.98,37.1,2.68,Low Value Customers
C876181,519,3,464.36,44.72,70.4,30.6,2.19,Low Value Customers
C876312,512,4,840.07,45.82,86.98,39.09,2.68,Low Value Customers
C876335,541,1,1200.32,41.39,14.65,48.18,1.89,Low Value Customers
